player_id,att_cluster,att_cluster_label
263837,0,Versatile Attacker
73629,3,Role-Specific Attacker
242333,3,Role-Specific Attacker
263582,0,Versatile Attacker
230046,0,Versatile Attacker
257438,0,Versatile Attacker
279711,3,Role-Specific Attacker
229536,0,Versatile Attacker
271265,0,Versatile Attacker
277665,3,Role-Specific Attacker
258977,2,Young Prospect
267426,3,Role-Specific Attacker
225956,0,Versatile Attacker
226468,3,Role-Specific Attacker
252580,0,Versatile Attacker
246949,0,Versatile Attacker
256421,0,Versatile Attacker
267942,0,Versatile Attacker
79270,0,Versatile Attacker
79015,0,Versatile Attacker
256167,0,Versatile Attacker
72360,0,Versatile Attacker
259752,3,Role-Specific Attacker
260264,3,Role-Specific Attacker
247209,0,Versatile Attacker
222636,3,Role-Specific Attacker
72622,0,Versatile Attacker
231601,3,Role-Specific Attacker
211891,0,Versatile Attacker
252083,0,Versatile Attacker
190644,3,Role-Specific Attacker
278454,2,Young Prospect
228534,3,Role-Specific Attacker
250807,0,Versatile Attacker
262585,0,Versatile Attacker
243386,3,Role-Specific Attacker
256698,0,Versatile Attacker
210108,0,Versatile Attacker
255420,3,Role-Specific Attacker
272317,2,Young Prospect
217021,3,Role-Specific Attacker
230846,0,Versatile Attacker
216255,0,Versatile Attacker
251842,0,Versatile Attacker
211395,3,Role-Specific Attacker
239043,0,Versatile Attacker
73414,0,Versatile Attacker
278470,0,Versatile Attacker
269256,0,Versatile Attacker
275912,3,Role-Specific Attacker
267465,3,Role-Specific Attacker
75209,3,Role-Specific Attacker
78282,3,Role-Specific Attacker
263115,3,Role-Specific Attacker
267467,0,Versatile Attacker
226507,0,Versatile Attacker
260044,3,Role-Specific Attacker
261325,3,Role-Specific Attacker
278990,0,Versatile Attacker
236750,0,Versatile Attacker
274896,0,Versatile Attacker
72658,0,Versatile Attacker
253907,0,Versatile Attacker
237524,3,Role-Specific Attacker
222165,0,Versatile Attacker
236757,3,Role-Specific Attacker
246230,0,Versatile Attacker
279767,0,Versatile Attacker
260567,3,Role-Specific Attacker
222168,3,Role-Specific Attacker
264409,0,Versatile Attacker
264665,0,Versatile Attacker
270555,3,Role-Specific Attacker
262620,0,Versatile Attacker
261085,3,Role-Specific Attacker
235742,3,Role-Specific Attacker
236767,3,Role-Specific Attacker
247519,0,Versatile Attacker
270560,0,Versatile Attacker
245218,0,Versatile Attacker
279011,3,Role-Specific Attacker
225509,0,Versatile Attacker
255461,3,Role-Specific Attacker
72936,3,Role-Specific Attacker
265194,3,Role-Specific Attacker
71914,0,Versatile Attacker
243690,2,Young Prospect
253418,0,Versatile Attacker
268779,3,Role-Specific Attacker
70892,3,Role-Specific Attacker
253932,3,Role-Specific Attacker
256748,0,Versatile Attacker
269293,3,Role-Specific Attacker
266734,2,Young Prospect
247534,0,Versatile Attacker
201967,0,Versatile Attacker
264176,0,Versatile Attacker
257264,3,Role-Specific Attacker
261105,0,Versatile Attacker
80882,2,Young Prospect
215026,3,Role-Specific Attacker
263413,3,Role-Specific Attacker
78837,2,Young Prospect
240117,0,Versatile Attacker
251381,3,Role-Specific Attacker
253173,3,Role-Specific Attacker
266486,0,Versatile Attacker
74742,0,Versatile Attacker
276214,3,Role-Specific Attacker
216823,3,Role-Specific Attacker
229624,3,Role-Specific Attacker
183544,1,Complete Attacker
261880,0,Versatile Attacker
269562,0,Versatile Attacker
275196,0,Versatile Attacker
277501,0,Versatile Attacker
258813,2,Young Prospect
81406,3,Role-Specific Attacker
248575,0,Versatile Attacker
214784,0,Versatile Attacker
257025,0,Versatile Attacker
264450,0,Versatile Attacker
273667,0,Versatile Attacker
246787,0,Versatile Attacker
265733,3,Role-Specific Attacker
243205,0,Versatile Attacker
79110,2,Young Prospect
275974,2,Young Prospect
216582,3,Role-Specific Attacker
276744,2,Young Prospect
78347,3,Role-Specific Attacker
277515,3,Role-Specific Attacker
270860,2,Young Prospect
274444,2,Young Prospect
71181,3,Role-Specific Attacker
79118,3,Role-Specific Attacker
271631,2,Young Prospect
270864,0,Versatile Attacker
254480,0,Versatile Attacker
254482,0,Versatile Attacker
190738,3,Role-Specific Attacker
258834,0,Versatile Attacker
270867,0,Versatile Attacker
273683,0,Versatile Attacker
274196,3,Role-Specific Attacker
211732,3,Role-Specific Attacker
80916,3,Role-Specific Attacker
261653,3,Role-Specific Attacker
263702,3,Role-Specific Attacker
270614,3,Role-Specific Attacker
82967,0,Versatile Attacker
272920,2,Young Prospect
241689,2,Young Prospect
252697,3,Role-Specific Attacker
255257,0,Versatile Attacker
266010,0,Versatile Attacker
240922,3,Role-Specific Attacker
275739,0,Versatile Attacker
276252,0,Versatile Attacker
242716,0,Versatile Attacker
245020,0,Versatile Attacker
269599,0,Versatile Attacker
238368,0,Versatile Attacker
256545,0,Versatile Attacker
228388,0,Versatile Attacker
279078,0,Versatile Attacker
252710,0,Versatile Attacker
264746,3,Role-Specific Attacker
273962,3,Role-Specific Attacker
274987,0,Versatile Attacker
70956,2,Young Prospect
75308,2,Young Prospect
241452,0,Versatile Attacker
239661,0,Versatile Attacker
263982,0,Versatile Attacker
260910,0,Versatile Attacker
263474,0,Versatile Attacker
79158,0,Versatile Attacker
258358,2,Young Prospect
264247,0,Versatile Attacker
258104,0,Versatile Attacker
70458,2,Young Prospect
242494,3,Role-Specific Attacker
270399,2,Young Prospect
203328,0,Versatile Attacker
169792,3,Role-Specific Attacker
75073,0,Versatile Attacker
256065,3,Role-Specific Attacker
264770,0,Versatile Attacker
256578,0,Versatile Attacker
261444,0,Versatile Attacker
279877,0,Versatile Attacker
221767,0,Versatile Attacker
206408,3,Role-Specific Attacker
251977,3,Role-Specific Attacker
244042,3,Role-Specific Attacker
255307,0,Versatile Attacker
271693,0,Versatile Attacker
254541,0,Versatile Attacker
223054,0,Versatile Attacker
213839,3,Role-Specific Attacker
276304,3,Role-Specific Attacker
247120,0,Versatile Attacker
256849,0,Versatile Attacker
262738,3,Role-Specific Attacker
197971,1,Complete Attacker
245331,3,Role-Specific Attacker
270676,0,Versatile Attacker
77652,0,Versatile Attacker
278101,3,Role-Specific Attacker
256598,0,Versatile Attacker
259926,0,Versatile Attacker
265560,0,Versatile Attacker
269400,0,Versatile Attacker
274264,3,Role-Specific Attacker
275288,0,Versatile Attacker
80728,3,Role-Specific Attacker
251482,2,Young Prospect
254556,2,Young Prospect
258910,0,Versatile Attacker
245856,3,Role-Specific Attacker
221793,0,Versatile Attacker
275554,3,Role-Specific Attacker
233572,0,Versatile Attacker
256100,3,Role-Specific Attacker
76646,3,Role-Specific Attacker
263271,0,Versatile Attacker
228457,3,Role-Specific Attacker
243817,0,Versatile Attacker
273771,3,Role-Specific Attacker
278893,3,Role-Specific Attacker
73582,2,Young Prospect
275056,0,Versatile Attacker
210544,0,Versatile Attacker
214896,3,Role-Specific Attacker
244592,0,Versatile Attacker
244082,0,Versatile Attacker
261490,3,Role-Specific Attacker
72563,2,Young Prospect
242291,3,Role-Specific Attacker
262260,0,Versatile Attacker
266100,0,Versatile Attacker
228212,3,Role-Specific Attacker
240756,2,Young Prospect
253556,0,Versatile Attacker
74102,2,Young Prospect
278391,0,Versatile Attacker
222329,0,Versatile Attacker
269691,0,Versatile Attacker
270203,3,Role-Specific Attacker
277371,2,Young Prospect
277373,0,Versatile Attacker
243838,0,Versatile Attacker
258942,0,Versatile Attacker
73599,2,Young Prospect
215168,0,Versatile Attacker
225152,3,Role-Specific Attacker
278404,2,Young Prospect
260485,0,Versatile Attacker
256902,0,Versatile Attacker
263303,0,Versatile Attacker
72071,2,Young Prospect
73607,3,Role-Specific Attacker
220039,0,Versatile Attacker
246151,3,Role-Specific Attacker
160137,0,Versatile Attacker
78474,0,Versatile Attacker
223370,0,Versatile Attacker
225931,0,Versatile Attacker
232843,0,Versatile Attacker
235915,0,Versatile Attacker
250763,3,Role-Specific Attacker
254859,2,Young Prospect
204684,0,Versatile Attacker
274828,0,Versatile Attacker
257676,3,Role-Specific Attacker
261772,3,Role-Specific Attacker
278157,0,Versatile Attacker
236173,0,Versatile Attacker
263310,2,Young Prospect
222350,0,Versatile Attacker
230287,3,Role-Specific Attacker
70545,2,Young Prospect
214673,3,Role-Specific Attacker
247187,3,Role-Specific Attacker
70037,0,Versatile Attacker
74393,0,Versatile Attacker
239003,0,Versatile Attacker
70301,0,Versatile Attacker
243360,0,Versatile Attacker
70049,3,Role-Specific Attacker
274081,0,Versatile Attacker
236449,0,Versatile Attacker
240801,3,Role-Specific Attacker
260257,2,Young Prospect
77730,0,Versatile Attacker
72611,0,Versatile Attacker
269475,2,Young Prospect
269731,3,Role-Specific Attacker
216227,0,Versatile Attacker
237732,0,Versatile Attacker
253349,3,Role-Specific Attacker
76710,2,Young Prospect
218534,0,Versatile Attacker
82087,3,Role-Specific Attacker
261031,0,Versatile Attacker
278186,3,Role-Specific Attacker
220074,3,Role-Specific Attacker
252330,3,Role-Specific Attacker
209323,3,Role-Specific Attacker
240811,3,Role-Specific Attacker
243371,0,Versatile Attacker
74924,3,Role-Specific Attacker
242092,0,Versatile Attacker
264621,3,Role-Specific Attacker
78765,0,Versatile Attacker
254637,0,Versatile Attacker
224430,0,Versatile Attacker
227758,3,Role-Specific Attacker
266927,3,Role-Specific Attacker
71343,0,Versatile Attacker
208047,0,Versatile Attacker
247471,0,Versatile Attacker
268464,3,Role-Specific Attacker
228017,3,Role-Specific Attacker
259249,0,Versatile Attacker
208306,3,Role-Specific Attacker
252082,0,Versatile Attacker
244147,0,Versatile Attacker
268724,3,Role-Specific Attacker
274357,0,Versatile Attacker
223157,3,Role-Specific Attacker
268727,0,Versatile Attacker
75959,0,Versatile Attacker
261047,3,Role-Specific Attacker
261815,0,Versatile Attacker
254136,0,Versatile Attacker
73914,3,Role-Specific Attacker
271037,0,Versatile Attacker
275901,0,Versatile Attacker
240829,0,Versatile Attacker
73151,0,Versatile Attacker
278207,2,Young Prospect
272832,2,Young Prospect
275648,0,Versatile Attacker
234177,3,Role-Specific Attacker
255169,3,Role-Specific Attacker
262081,0,Versatile Attacker
277698,0,Versatile Attacker
265412,0,Versatile Attacker
76228,3,Role-Specific Attacker
72133,3,Role-Specific Attacker
276165,2,Young Prospect
237509,3,Role-Specific Attacker
225734,0,Versatile Attacker
233414,0,Versatile Attacker
241094,0,Versatile Attacker
255174,0,Versatile Attacker
205255,3,Role-Specific Attacker
256199,0,Versatile Attacker
200904,0,Versatile Attacker
73928,3,Role-Specific Attacker
74440,0,Versatile Attacker
270538,0,Versatile Attacker
276171,3,Role-Specific Attacker
74956,0,Versatile Attacker
251596,2,Young Prospect
242893,3,Role-Specific Attacker
253901,2,Young Prospect
274126,3,Role-Specific Attacker
228815,0,Versatile Attacker
263376,3,Role-Specific Attacker
229072,3,Role-Specific Attacker
233424,0,Versatile Attacker
277457,3,Role-Specific Attacker
251090,3,Role-Specific Attacker
270037,0,Versatile Attacker
231125,0,Versatile Attacker
242389,0,Versatile Attacker
245717,0,Versatile Attacker
253910,0,Versatile Attacker
256214,3,Role-Specific Attacker
265431,0,Versatile Attacker
78295,3,Role-Specific Attacker
278743,3,Role-Specific Attacker
278999,2,Young Prospect
253911,0,Versatile Attacker
271066,3,Role-Specific Attacker
251610,0,Versatile Attacker
277979,0,Versatile Attacker
266462,3,Role-Specific Attacker
71646,2,Young Prospect
271326,0,Versatile Attacker
202208,1,Complete Attacker
73952,3,Role-Specific Attacker
234464,3,Role-Specific Attacker
274145,0,Versatile Attacker
260577,0,Versatile Attacker
194018,3,Role-Specific Attacker
72675,2,Young Prospect
254692,0,Versatile Attacker
265701,3,Role-Specific Attacker
278758,2,Young Prospect
225001,3,Role-Specific Attacker
266474,0,Versatile Attacker
75754,2,Young Prospect
263147,0,Versatile Attacker
268267,0,Versatile Attacker
77547,0,Versatile Attacker
233707,3,Role-Specific Attacker
179947,3,Role-Specific Attacker
268780,3,Role-Specific Attacker
73964,0,Versatile Attacker
76524,2,Young Prospect
258284,0,Versatile Attacker
243949,3,Role-Specific Attacker
277742,3,Role-Specific Attacker
236528,3,Role-Specific Attacker
258547,3,Role-Specific Attacker
273652,0,Versatile Attacker
80885,0,Versatile Attacker
159991,2,Young Prospect
229367,3,Role-Specific Attacker
159993,3,Role-Specific Attacker
239097,3,Role-Specific Attacker
246009,0,Versatile Attacker
246777,0,Versatile Attacker
232699,0,Versatile Attacker
241915,3,Role-Specific Attacker
244731,3,Role-Specific Attacker
231932,0,Versatile Attacker
245501,0,Versatile Attacker
233470,3,Role-Specific Attacker
251646,0,Versatile Attacker
276735,3,Role-Specific Attacker
278530,0,Versatile Attacker
82948,0,Versatile Attacker
261636,3,Role-Specific Attacker
262149,0,Versatile Attacker
200197,3,Role-Specific Attacker
73990,3,Role-Specific Attacker
217606,0,Versatile Attacker
74759,0,Versatile Attacker
242183,3,Role-Specific Attacker
250887,0,Versatile Attacker
279816,2,Young Prospect
76043,3,Role-Specific Attacker
272908,0,Versatile Attacker
274701,3,Role-Specific Attacker
75790,2,Young Prospect
75535,2,Young Prospect
186127,3,Role-Specific Attacker
264721,0,Versatile Attacker
252434,3,Role-Specific Attacker
253714,3,Role-Specific Attacker
73235,3,Role-Specific Attacker
242451,0,Versatile Attacker
80660,0,Versatile Attacker
270101,2,Young Prospect
75285,0,Versatile Attacker
275221,0,Versatile Attacker
80661,2,Young Prospect
200471,3,Role-Specific Attacker
246296,3,Role-Specific Attacker
77593,0,Versatile Attacker
80154,3,Role-Specific Attacker
242714,0,Versatile Attacker
79389,0,Versatile Attacker
76062,2,Young Prospect
228382,0,Versatile Attacker
259615,0,Versatile Attacker
239393,0,Versatile Attacker
80163,2,Young Prospect
70948,2,Young Prospect
276516,3,Role-Specific Attacker
77349,2,Young Prospect
245543,0,Versatile Attacker
254503,0,Versatile Attacker
70440,0,Versatile Attacker
203304,3,Role-Specific Attacker
241960,2,Young Prospect
77354,3,Role-Specific Attacker
244522,0,Versatile Attacker
262699,0,Versatile Attacker
70187,3,Role-Specific Attacker
247084,2,Young Prospect
257324,3,Role-Specific Attacker
240941,0,Versatile Attacker
244014,2,Young Prospect
73007,3,Role-Specific Attacker
77359,0,Versatile Attacker
251440,0,Versatile Attacker
265777,3,Role-Specific Attacker
215601,3,Role-Specific Attacker
241969,3,Role-Specific Attacker
77106,3,Role-Specific Attacker
260402,0,Versatile Attacker
260914,3,Role-Specific Attacker
214835,3,Role-Specific Attacker
223283,3,Role-Specific Attacker
72246,0,Versatile Attacker
274999,3,Role-Specific Attacker
277047,3,Role-Specific Attacker
277303,3,Role-Specific Attacker
257080,3,Role-Specific Attacker
259896,3,Role-Specific Attacker
246329,3,Role-Specific Attacker
264251,3,Role-Specific Attacker
74555,0,Versatile Attacker
81724,2,Young Prospect
247612,0,Versatile Attacker
258364,0,Versatile Attacker
258620,3,Role-Specific Attacker
275517,3,Role-Specific Attacker
75838,0,Versatile Attacker
261441,2,Young Prospect
272962,0,Versatile Attacker
271172,2,Young Prospect
276804,0,Versatile Attacker
269637,0,Versatile Attacker
77638,3,Role-Specific Attacker
272967,2,Young Prospect
71242,0,Versatile Attacker
70475,2,Young Prospect
225867,3,Role-Specific Attacker
279116,2,Young Prospect
222540,3,Role-Specific Attacker
236877,2,Young Prospect
278350,2,Young Prospect
252494,3,Role-Specific Attacker
244559,0,Versatile Attacker
70480,0,Versatile Attacker
189776,0,Versatile Attacker
257104,3,Role-Specific Attacker
180818,3,Role-Specific Attacker
269398,0,Versatile Attacker
276566,2,Young Prospect
270679,2,Young Prospect
276567,3,Role-Specific Attacker
239703,0,Versatile Attacker
262744,3,Role-Specific Attacker
76888,0,Versatile Attacker
276312,3,Role-Specific Attacker
247640,0,Versatile Attacker
71257,3,Role-Specific Attacker
278105,0,Versatile Attacker
81754,0,Versatile Attacker
214874,0,Versatile Attacker
267867,2,Young Prospect
276572,3,Role-Specific Attacker
256604,2,Young Prospect
267869,3,Role-Specific Attacker
252509,2,Young Prospect
274527,3,Role-Specific Attacker
276319,3,Role-Specific Attacker
277599,0,Versatile Attacker
255329,0,Versatile Attacker
260193,2,Young Prospect
211042,0,Versatile Attacker
237666,3,Role-Specific Attacker
259426,2,Young Prospect
217699,3,Role-Specific Attacker
229731,3,Role-Specific Attacker
231267,0,Versatile Attacker
266852,2,Young Prospect
269414,3,Role-Specific Attacker
243302,3,Role-Specific Attacker
266343,3,Role-Specific Attacker
278119,3,Role-Specific Attacker
260456,0,Versatile Attacker
212075,0,Versatile Attacker
233835,0,Versatile Attacker
251499,0,Versatile Attacker
268396,3,Role-Specific Attacker
278124,0,Versatile Attacker
244076,0,Versatile Attacker
74093,2,Young Prospect
74349,0,Versatile Attacker
241005,3,Role-Specific Attacker
263790,0,Versatile Attacker
74094,0,Versatile Attacker
70511,0,Versatile Attacker
230511,0,Versatile Attacker
253551,0,Versatile Attacker
254831,0,Versatile Attacker
78704,0,Versatile Attacker
73330,2,Young Prospect
273522,3,Role-Specific Attacker
77170,0,Versatile Attacker
220786,0,Versatile Attacker
274035,0,Versatile Attacker
240499,0,Versatile Attacker
73333,3,Role-Specific Attacker
264822,0,Versatile Attacker
275062,3,Role-Specific Attacker
250998,3,Role-Specific Attacker
255094,3,Role-Specific Attacker
201335,3,Role-Specific Attacker
71031,2,Young Prospect
243064,2,Young Prospect
257144,3,Role-Specific Attacker
276346,3,Role-Specific Attacker
251770,0,Versatile Attacker
270460,2,Young Prospect
223100,0,Versatile Attacker
261244,0,Versatile Attacker
246910,0,Versatile Attacker
260990,2,Young Prospect
235904,0,Versatile Attacker
277121,3,Role-Specific Attacker
80771,3,Role-Specific Attacker
199044,3,Role-Specific Attacker
276616,0,Versatile Attacker
242312,3,Role-Specific Attacker
270729,0,Versatile Attacker
257161,2,Young Prospect
77450,2,Young Prospect
262539,2,Young Prospect
276363,3,Role-Specific Attacker
223115,3,Role-Specific Attacker
259726,0,Versatile Attacker
264079,0,Versatile Attacker
238736,3,Role-Specific Attacker
246416,0,Versatile Attacker
226705,0,Versatile Attacker
201876,3,Role-Specific Attacker
240788,3,Role-Specific Attacker
268437,0,Versatile Attacker
77717,3,Role-Specific Attacker
81813,2,Young Prospect
233109,3,Role-Specific Attacker
258709,3,Role-Specific Attacker
73366,0,Versatile Attacker
270487,0,Versatile Attacker
262039,2,Young Prospect
271257,3,Role-Specific Attacker
259993,2,Young Prospect
261273,0,Versatile Attacker
71066,3,Role-Specific Attacker
277658,0,Versatile Attacker
231322,0,Versatile Attacker
246170,2,Young Prospect
76445,3,Role-Specific Attacker
264863,2,Young Prospect
75936,0,Versatile Attacker
256417,2,Young Prospect
261025,3,Role-Specific Attacker
279202,3,Role-Specific Attacker
264867,0,Versatile Attacker
79011,3,Role-Specific Attacker
240035,0,Versatile Attacker
233892,3,Role-Specific Attacker
239012,0,Versatile Attacker
72613,2,Young Prospect
271013,0,Versatile Attacker
79525,3,Role-Specific Attacker
209062,3,Role-Specific Attacker
255398,0,Versatile Attacker
257190,3,Role-Specific Attacker
276905,2,Young Prospect
271530,3,Role-Specific Attacker
254890,2,Young Prospect
260778,0,Versatile Attacker
276395,2,Young Prospect
261293,2,Young Prospect
272303,2,Young Prospect
277167,3,Role-Specific Attacker
261295,0,Versatile Attacker
269744,0,Versatile Attacker
80816,0,Versatile Attacker
266162,3,Role-Specific Attacker
271026,0,Versatile Attacker
272562,2,Young Prospect
227509,3,Role-Specific Attacker
232118,3,Role-Specific Attacker
239799,3,Role-Specific Attacker
262584,2,Young Prospect
279736,0,Versatile Attacker
81849,2,Young Prospect
72634,2,Young Prospect
72891,0,Versatile Attacker
261563,2,Young Prospect
73404,3,Role-Specific Attacker
79804,2,Young Prospect
277692,3,Role-Specific Attacker
251580,0,Versatile Attacker
79805,3,Role-Specific Attacker
213949,3,Role-Specific Attacker
220862,3,Role-Specific Attacker
222654,3,Role-Specific Attacker
81343,2,Young Prospect
71618,2,Young Prospect
79042,3,Role-Specific Attacker
186562,3,Role-Specific Attacker
192450,3,Role-Specific Attacker
213699,3,Role-Specific Attacker
264644,0,Versatile Attacker
247748,0,Versatile Attacker
79557,0,Versatile Attacker
259781,0,Versatile Attacker
263110,3,Role-Specific Attacker
276422,3,Role-Specific Attacker
255686,3,Role-Specific Attacker
225735,3,Role-Specific Attacker
253383,3,Role-Specific Attacker
251851,3,Role-Specific Attacker
262860,0,Versatile Attacker
210380,3,Role-Specific Attacker
257484,0,Versatile Attacker
279246,3,Role-Specific Attacker
73423,3,Role-Specific Attacker
228047,0,Versatile Attacker
266448,0,Versatile Attacker
223696,0,Versatile Attacker
194769,0,Versatile Attacker
240338,3,Role-Specific Attacker
259288,0,Versatile Attacker
265689,0,Versatile Attacker
77274,3,Role-Specific Attacker
155355,0,Versatile Attacker
74460,2,Young Prospect
206558,0,Versatile Attacker
79070,0,Versatile Attacker
277470,3,Role-Specific Attacker
254943,0,Versatile Attacker
251873,0,Versatile Attacker
276706,0,Versatile Attacker
256738,3,Role-Specific Attacker
241379,0,Versatile Attacker
273124,0,Versatile Attacker
242917,0,Versatile Attacker
257765,0,Versatile Attacker
274406,0,Versatile Attacker
233190,2,Young Prospect
256998,0,Versatile Attacker
264423,2,Young Prospect
73447,3,Role-Specific Attacker
278759,2,Young Prospect
251368,3,Role-Specific Attacker
220649,0,Versatile Attacker
79082,2,Young Prospect
78315,2,Young Prospect
245228,3,Role-Specific Attacker
248300,3,Role-Specific Attacker
193260,3,Role-Specific Attacker
159981,0,Versatile Attacker
